smiles,PCE
c1cc2cc3c4cscc4c4cc(cnc4c3cc2c2cscc12)-c1cncc2nsnc12,9.88091
c1sc(-c2ccc([se]2)-c2cnc(-c3cccc4cocc34)c3nsnc23)c2[se]ccc12,9.86376
[SiH2]1C=Cc2c1c1ccc3C=C([SiH2]c3c1c1cscc21)c1nccc2nsnc12,9.821954000000002
c1ccc(-c2ccc(-c3sc(-c4ncncn4)c4ccsc34)c3nsnc23)c2cscc12,9.792901
C1C=Cc2c1c1c3ccccc3c3cc(cnc3c1c1cscc21)-c1cncc2nsnc12,9.785073
c1ccc2c(c1)c1nsnc1c1c3[se]c(cc3c3=C[SiH2]C=c3c21)-c1cccnc1,9.739602
[SiH2]1C=c2c(cc3c4nsnc4c4c5[se]ccc5c5cscc5c4c3c2=C1)C1=CC=C[SiH2]1,9.72709
c1[SiH2]c(cc1)-c1ccc(-c2ccc(cc2)-c2nccc3nsnc23)c2nsnc12,9.685582
c1cc2ncc3c4[SiH2]C(=Cc4[se]c3c2c2=C[SiH2]C=c12)c1ncncn1,9.680835
c1sc(-c2cnc(-c3cccc4ccccc34)c3nsnc23)c2[se]ccc12,9.645524
c1sc(-c2ccc(o2)-c2ccc(-c3nccc4nsnc34)c3cocc23)c2cc[SiH2]c12,9.641252
[nH]1cccc1-c1ncc(s1)-c1ccc(cc1)-c1nccc2nsnc12,9.613331
c1cnc(s1)-c1cc2[se]c3c(oc4ccc5nsnc5c34)c2c2=C[SiH2]C=c12,9.597832
C1C=c2c3C=C[SiH2]c3c3cnc4cc(ccc4c3c2=C1)-c1nccc2nsnc12,9.58743
c1[SiH2]c(cc1)-c1ccc(o1)-c1ccc(s1)-c1nccc2nsnc12,9.577908
c1sc(-c2ccc(s2)-c2nccc3nsnc23)c2[SiH2]ccc12,9.554335
c1cnc(s1)-c1ccc(-c2sc(-c3scc4nccnc34)c3ccCc23)c2nsnc12,9.541893
c1ccc(s1)-c1sc(-c2ccc(cc2)-c2cncc3nsnc23)c2cc[se]c12,9.517714
c1sc(-c2cc3sc4c(ncc5ccc6nsnc6c45)c3c3nsnc23)c2cc[se]c12,9.508876
c1ccc(s1)-c1cc2ncc3c(ncc4ccc5=C[SiH2]C=c5c34)c2c2cocc12,9.497677
c1ccc(cn1)-c1ncc(s1)-c1cnc(s1)-c1cccc2c[SiH2]cc12,9.487267
c1ccc(-c2cnc(-c3ccc(cc3)-c3nccc4nsnc34)c3nsnc23)c2c[nH]cc12,9.477267
c1cnc(C2=Cc3ccc4ccc5cscc5c4c3[SiH2]2)c2nsnc12,9.447118
c1ncc(s1)-c1ccc(-c2sc(-c3nccc4nsnc34)c3occc23)c2cscc12,9.432713
[SiH2]1C=c2c3cc(ccc3c3c4nsnc4c4C=C[SiH2]c4c3c2=C1)-c1scc2ccoc12,9.418128
c1cc2sc3c(c2[se]1)c1ccccc1c1cc(-c2cncc4nsnc24)c2cscc2c31,9.391106
c1cc2cnc3c(ccc4cc(-c5ncncn5)c5=CCC=c5c34)c2c2nsnc12,9.37587
c1cc2cc3c4cocc4c4C=C(Cc4c3cc2c2cscc12)c1cncc2nsnc12,9.345871
c1cc2oc3c4CC(=Cc4ncc3c2[se]1)c1nccc2nsnc12,9.335705
[SiH2]1C=c2c(cc3c4nsnc4c4c5[SiH2]C=Cc5c5cocc5c4c3c2=C1)-c1ccccc1,9.319963
[SiH2]1C=c2c(cc3c(c4ncc5ccc6nsnc6c5c4c4=C[SiH2]C=c34)c2=C1)C1=CC=C[SiH2]1,9.305709
[nH]1ccc2c3nsnc3c3c4CC(=Cc4c4nsnc4c3c12)c1scc2nccnc12,9.265446
[nH]1c2cc(-c3cncc4nsnc34)c3nsnc3c2c2sc3C=C[SiH2]c3c12,9.257198
c1sc(-c2ccc(o2)-c2ncc(-c3cccc4cscc34)c3nsnc23)c2cc[se]c12,9.240362
[nH]1c(cc2oc3c4ccccc4[se]c3c12)-c1nccc2nsnc12,9.22844
c1cc2c(o1)c1c3nsnc3c3cc(-c4cncs4)c4nsnc4c3c1c1ccccc21,9.209106
c1sc(-c2ccc([se]2)-c2cnc(s2)-c2scc3nccnc23)c2nccnc12,9.20351
[nH]1cccc1-c1ncc(s1)-c1sc(-c2cncs2)c2nccnc12,9.197517
[nH]1c(cc2ncc3c4[SiH2]C=Cc4c4=C[SiH2]C=c4c3c12)-c1cccc2=C[SiH2]C=c12,9.169091000000002
[nH]1c2cc(-c3cncc4nsnc34)c3nsnc3c2c2sc3ccc4cscc4c3c12,9.152624
c1ccc2c3cc4CC(=Cc4cc3c3=CCC=c3c2c1)c1nccc2nsnc12,9.138717
[nH]1ccc2ccc3c4sc(cc4c4ccccc4c3c12)-c1nccc2nsnc12,9.116516
[nH]1c(ccc1-c1ncc(-c2cccs2)c2nsnc12)-c1cccs1,9.108531
[nH]1ccc2c3cscc3c3c(ncc4cc(-c5cncc6nsnc56)c5cscc5c34)c12,9.095593
[SiH2]1C=Cc2cnc3c(c12)c1cscc1c1cc(-c2nccc4nsnc24)c2nsnc2c31,9.07959
C1C=c2c3cc(-c4cncc5nsnc45)c4=C[SiH2]C=c4c3c3cnc4C=CCc4c3c2=C1,9.060847
c1sc(-c2ccc(cc2)-c2cnc(-c3cccc4ccccc34)c3nsnc23)c2ccoc12,9.0381
c1cc2ncc3cc4cc(-c5nccc6nsnc56)c5ccccc5c4cc3c2[se]1,9.028264
[nH]1ccc2oc3cc4C=C([SiH2]c4cc3c12)c1cncc2nsnc12,9.00342
[nH]1c2ccncc2c2c3cscc3c3cc(-c4scc5nccnc45)c4=C[SiH2]C=c4c3c12,8.995782
[nH]1cccc1-c1ncc(-c2ccc(-c3cccc4nsnc34)c3c[SiH2]cc23)c2nsnc12,8.974940999999998
c1ccc(s1)-c1sc(c2[SiH2]ccc12)-c1sc(-c2scc3[SiH2]ccc23)c2nccnc12,8.966915
[nH]1ccc2c3nsnc3c3c([se]c4cc(-c5nccc6nsnc56)c5=C[SiH2]C=c5c34)c12,8.941102
c1ccc(cn1)-c1cc2oc3c(c4nsnc4c4ccc5=C[SiH2]C=c5c34)c2c2=CCC=c12,8.935833
c1cc2[se]c3cc4cc(-c5nccc6nsnc56)c5nsnc5c4cc3c2c2cocc12,8.919765
c1cc2cnc3c4c5nsnc5c(cc4c4cscc4c3c2c2nsnc12)-c1ncncn1,8.908817
c1ncc(-c2cc3cnc4c(c5cocc5c5ccc6=CCC=c6c45)c3cn2)c2nsnc12,8.885967
C1C=Cc2[se]c3c(c12)c1nsnc1c1cc(-c2scc4ccoc24)c2nsnc2c31,8.878351999999998
c1cc2c(cn1)c1c3nsnc3c(cc1c1=C[SiH2]C=c21)-c1cccc2c[nH]cc12,8.8671
c1ccc(-c2ccc(nc2)-c2ncc(-c3cccc4cocc34)c3nsnc23)c2cCcc12,8.848413
c1sc(-c2ccc(nc2)-c2sc(-c3cncc4nsnc34)c3ccsc23)c2[nH]ccc12,8.837056
[SiH2]1C=c2ccc3ncc4c5[SiH2]C(=Cc5cnc4c3c2=C1)C1=CC=C[SiH2]1,8.827759
c1ccc(nc1)-c1ccc([se]1)-c1nccc2nsnc12,8.811353
c1cnc2c(c1)c1cocc1c1c3[se]c(cc3c3=C[SiH2]C=c3c21)-c1ncncn1,8.805315
c1cc2[SiH2]c-3c(cn-c4ccc5nsnc5c-34)-c2c2c[SiH2]cc12,8.775655999999998
c1sc(C2=Cc3c([SiH2]2)c2ccc4ccc5nsnc5c4c2c2cocc32)c2nccnc12,8.760279
C1C=CC=C1c1cc2c(c3nsnc13)c1[se]c3ccoc3c1c1=C[SiH2]C=c21,8.755923
c1cc2c3cocc3c3c([SiH2]c4ccc5c[SiH2]cc5c34)c2cn1,8.746961
c1cc2c3cscc3c3cc(-c4cncc5nsnc45)c4cscc4c3c2c2cscc12,8.733499999999998
c1ncc(s1)-c1sc(c2[SiH2]ccc12)-c1sc(-c2cccc3nsnc23)c2ccoc12,8.712493999999998
c1ccc(cn1)-c1cc2c(c3nsnc13)c1oc3ccc4=CCC=c4c3c1c1=C[SiH2]C=c21,8.704912
c1ncc(s1)-c1cc2c3nsnc3c3c(ncc4ccc5c[nH]cc5c34)c2c2nsnc12,8.688185
c1cnc(s1)-c1cc2oc3c(c2cn1)c1=CCC=c1c1ccc2=C[SiH2]C=c2c31,8.667868999999998
[SiH2]1C=c2c3C=C[SiH2]c3c3oc4cc(ncc4c3c2=C1)-c1scc2ccsc12,8.66474
c1ccc(-c2[SiH2]c(cc2)-c2ncc(s2)-c2cccc3nsnc23)c2cocc12,8.647946
c1cc2c3cscc3c3c(c4nsnc4c4cc(-c5ccccn5)c5nsnc5c34)c2o1,8.636013
c1cc2c(s1)c1c(c3c(cc(-c4cncs4)c4=C[SiH2]C=c34)c3=C[SiH2]C=c13)c1=CCC=c21,8.620079999999998
c1sc(-c2cc3ncc4ccncc4c3c3=C[SiH2]C=c23)c2cc[se]c12,8.599247
C1C=Cc2[se]c3c4[SiH2]C(=Cc4c4cocc4c3c12)c1cncc2nsnc12,8.590839
c1cnc(s1)-c1cc2c(c3c4cocc4c4ccncc4c3c3=CCC=c23)c2=C[SiH2]C=c12,8.573088
c1cc2ncc3c(sc4cc(-c5cncc6nsnc56)c5ccccc5c34)c2o1,8.560937
c1ccc([se]1)-c1ncc(s1)-c1ccc(-c2cccc3c[SiH2]cc23)c2nsnc12,8.544195999999998
c1sc(-c2cnc(s2)-c2cnc(s2)-c2scc3nccnc23)c2occc12,8.533039999999998
[nH]1c2ccc3cscc3c2c2c3cscc3c3cc([se]c3c12)-c1cncc2nsnc12,8.514758999999998
c1sc(c2Cccc12)-c1sc(-c2ncc(-c3scc4ccoc34)c3nsnc23)c2ccCc12,8.509074
c1cc2cnc3cc4cc(-c5cncc6nsnc56)c5=C[SiH2]C=c5c4cc3c2c2cocc12,8.494445
[nH]1c(ccc1-c1ccc(nc1)-c1nccc2nsnc12)-c1cccs1,8.484557
c1sc(-c2cc3cnc4c5ncccc5[se]c4c3c3nsnc23)c2ccsc12,8.472269
[nH]1ccc2ccc3cc(-c4nccc5nsnc45)c4cocc4c3c12,8.455878999999998
[nH]1cccc1-c1cnc(-c2ccc(o2)-c2cccs2)c2nsnc12,8.445187
c1ccc([se]1)C1=Cc2c([SiH2]1)c1[se]c3ccc4nsnc4c3c1c1=C[SiH2]C=c21,8.423842999999998
c1ccc(-c2cc3[se]c4c(sc5ccc6nsnc6c45)c3c3nsnc23)c2cocc12,8.411664
[nH]1ccc2[SiH2]c3c(-c12)c1nsnc1c1cc(-c2scc4CC=Cc24)c2=C[SiH2]C=c2c31,8.394458
c1ccc(C2=Cc3c([SiH2]2)c2c4cscc4ccc2c2=C[SiH2]C=c32)c2nsnc12,8.392426
c1sc(-c2cc3ncc4c([se]c5ccc6nsnc6c45)c3c3cocc23)c2nccnc12,8.369776
c1cnc2c(c1)c1c[nH]cc1c1c3ccc(cc3c3cscc3c21)-c1cncc2nsnc12,8.362589
c1sc(C2=Cc3c([SiH2]2)c2ncc4ccc5nsnc5c4c2c2=C[SiH2]C=c32)c2ccsc12,8.345226999999998
c1Cc(cc1)-c1sc(-c2ncc(-c3cccc4cscc34)c3nsnc23)c2ccCc12,8.333716
c1ccc(s1)-c1cnc2c(c1)c1=C[SiH2]C=c1c1ccc3nsnc3c21,8.324994999999998
c1ccc(-c2cc3cnc4ccc5cscc5c4c3s2)c2nsnc12,8.309964
c1cc2c(cn1)c1[se]c3C=C([SiH2]c3c1c1=C[SiH2]C=c21)c1cccc2=C[SiH2]C=c12,8.301113
c1sc(-c2cc3c4cocc4c4c5ncccc5sc4c3c3nsnc23)c2sccc12,8.283614
c1ccc(cn1)-c1sc(-c2sc(-c3cccc4ccccc34)c3occc23)c2nccnc12,8.267357
c1cnc(-c2cc3[se]c4c([se]c5ccc6=CCC=c6c45)c3c3cscc23)c2nsnc12,8.248334
c1ncc(s1)-c1cc2c3cocc3c3c(c4nsnc4c4ccc5=CCC=c5c34)c2cn1,8.24278
c1sc(-c2ccc(s2)-c2Cc(cc2)-c2cncc3nsnc23)c2ccsc12,8.230064999999998
c1sc(C2=Cc3ncc4c5ncccc5c5=C[SiH2]C=c5c4c3[SiH2]2)c2nccnc12,8.217826
c1cnc(s1)-c1ccc(-c2sc(c3[SiH2]ccc23)-c2ccccc2)c2nsnc12,8.207221
c1ccc(s1)-c1cnc(-c2ccc(-c3ccccn3)c3cCcc23)c2nsnc12,8.196466
c1cnc(-c2cc3c4nsnc4c4c(cnc5ccc6ccccc6c45)c3cn2)c2nsnc12,8.184229999999998
c1ccc(cc1)-c1sc(-c2ncc(s2)-c2cccc3nsnc23)c2ccsc12,8.175249
c1ccc(s1)-c1cnc(-c2sc(-c3ccccc3)c3cc[nH]c23)c2nsnc12,8.167973
c1[SiH2]c(cc1)-c1ccc(cn1)-c1[SiH2]c(cc1)-c1cccc2nsnc12,8.14924
c1sc(-c2cc3c4nsnc4c4c(oc5ccc6cscc6c45)c3s2)c2nccnc12,8.144652
[nH]1cccc1-c1sc(c2Cccc12)-c1ccc(cc1)-c1cncc2nsnc12,8.128999
c1sc(-c2cc3c([se]2)c2oc4cccnc4c2c2ccccc32)c2nccnc12,8.118822
c1cc2cc3cnc4cc(-c5ncncn5)c5nsnc5c4c3cc2c2=CCC=c12,8.106758
c1sc(-c2cnc(-c3sc(-c4scc5[se]ccc45)c4ccoc34)c3nsnc23)c2sccc12,8.097521999999998
c1cc2oc3c([se]c4cc(-c5cccc6nsnc56)c5=C[SiH2]C=c5c34)c2cn1,8.081782
c1ccc2c(c1)ncc1c2ccc2cc(-c3nccc4nsnc34)c3ccccc3c12,8.075072999999998
c1ncc(s1)-c1sc(-c2ccc(-c3nccc4nsnc34)c3c[nH]cc23)c2ccsc12,8.050333999999998
c1sc(c2CC=Cc12)-c1cc2c3cscc3c3c4cnccc4oc3c2c2=C[SiH2]C=c12,8.039716999999998
c1ccc(s1)-c1cnc2c(c1)oc1c2c2nsnc2c2ccc3=CCC=c3c12,8.034152
[nH]1c2ccc3=C[SiH2]C=c3c2c2c1c1c(cc(-c3cncs3)c3=C[SiH2]C=c13)c1=C[SiH2]C=c21,8.019828999999998
c1cc2ccc3c(cnc4cc(-c5cccc6=CCC=c56)c5nsnc5c34)c2c2nsnc12,8.013821999999998
c1ccc(s1)-c1sc(-c2ccc(cc2)-c2cccc3nsnc23)c2nccnc12,8.002902
[SiH2]1C=c2ccc3ncc4cc(ncc4c3c2=C1)C1=CC=C[SiH2]1,7.982897999999999
c1sc(-c2sc(-c3ccc(nc3)-c3cncc4nsnc34)c3ccCc23)c2[nH]ccc12,7.97714
c1cnc(s1)-c1cc2oc3c(c4nsnc4c4ccc5=C[SiH2]C=c5c34)c2c2c[nH]cc12,7.961185
c1ncc(s1)-c1cnc(s1)-c1sc(-c2cccc3nsnc23)c2ccCc12,7.951455
c1ccc(o1)-c1cc2c3nsnc3c3c4ccccc4c4nsnc4c3c2c2=CCC=c12,7.948603999999999
[nH]1c2C=C([SiH2]c2c2c3nsnc3c3ccc4nsnc4c3c12)c1scc2CC=Cc12,7.933500999999999
c1cc2[se]c3cc4cc(oc4cc3c2c2=C[SiH2]C=c12)-c1ncncn1,7.917001
c1sc(-c2cc3c4nsnc4c4c5cnccc5c5=CCC=c5c4c3cn2)c2[se]ccc12,7.911701
c1cc2ncc3cc4C=C([SiH2]c4cc3c2c2nsnc12)c1cccc2=C[SiH2]C=c12,7.907336
[nH]1c(ccc1-c1nccc2nsnc12)-c1Cc(cc1)-c1ccccn1,7.892938
c1[SiH2]c(cc1)-c1sc(-c2sc(-c3cncs3)c3ccoc23)c2nccnc12,7.885086
C1C=Cc2oc3cc4cc(-c5nccc6nsnc56)c5=C[SiH2]C=c5c4cc3c12,7.873824
c1ccc(cc1)-c1sc(-c2[SiH2]c(cc2)-c2ncncn2)c2occc12,7.862375
c1cc2[SiH2]c-3c([SiH2]c4ccc5nsnc5c-34)-c2c2cCcc12,7.8597
c1sc(c2C=C[SiH2]c12)-c1cc2c3cscc3c3cc4ccncc4cc3c2c2nsnc12,7.843825
c1sc(-c2cc3cnc4c(ccc5ccc6nsnc6c45)c3c3=CCC=c23)c2nccnc12,7.841370999999999
[nH]1c2cc(ncc2c2ncc3ccc4=C[SiH2]C=c4c3c12)C1=CC=C[SiH2]1,7.82523
c1ccc(s1)-c1cc2ccc3c(cnc4ccc5nsnc5c34)c2c2nsnc12,7.819194
c1Cc(cc1)-c1[SiH2]c(cc1)-c1cnc(s1)-c1cccc2nsnc12,7.800589999999999
[SiH2]1C=CC=C1c1cc2c3cscc3c3c4ncccc4c4cocc4c3c2c2nsnc12,7.785487
c1ccc(cc1)-c1sc(-c2sc(-c3cccnc3)c3nccnc23)c2sccc12,7.775088
c1cc2ncc3c4c5cscc5c(cc4c4cscc4c3c2c2=C[SiH2]C=c12)-c1ncncn1,7.765779
c1ccc(-c2cc3c4nsnc4c4c(ncc5ccc6=C[SiH2]C=c6c45)c3cn2)c2cscc12,7.759698
c1ccc(-c2sc(-c3ncc(s3)-c3cccc4c[SiH2]cc34)c3nccnc23)c2cCcc12,7.747014
c1ccc(C2=Cc3cc4cnc5ccc6nsnc6c5c4cc3C2)c2nsnc12,7.728108
c1ccc(o1)-c1cc2sc3c(c4cocc4c4ccc5nsnc5c34)c2c2=C[SiH2]C=c12,7.71788
c1cc2c(s1)c1c3cscc3c3C=C([SiH2]c3c1c1ccccc21)c1cccc2nsnc12,7.708722
c1cc2c3c[nH]cc3c3c4oc(cc4oc3c2c2ccccc12)-c1cncc2nsnc12,7.702134
[SiH2]1C=c2c3cc(ccc3c3cnc4ccncc4c3c2=C1)C1=CC=C[SiH2]1,7.687452
[nH]1cccc1-c1ncc(-c2sc(-c3scc4Cccc34)c3ccCc23)c2nsnc12,7.684866
[nH]1c(ccc1-c1sc(-c2cncc3nsnc23)c2ccoc12)-c1cccs1,7.672529
c1ccc(cc1)-c1cc2cnc3c(c4cscc4c4ccc5=C[SiH2]C=c5c34)c2c2nsnc12,7.65972
[nH]1c2ccncc2c2cnc3cc(sc3c12)-c1scc2nccnc12,7.643331
c1ccc(-c2cc3c(o2)c2cc4c5nsnc5ccc4cc2c2=C[SiH2]C=c32)c2nsnc12,7.636275
c1cc2cc3c4nsnc4c4cc(oc4c3cc2[se]1)-c1cccc2=C[SiH2]C=c12,7.620599999999999
c1ccc([se]1)-c1sc(-c2cnc(s2)-c2cccc3c[SiH2]cc23)c2Cccc12,7.617759999999999
c1ccc(nc1)-c1ccc(-c2[SiH2]c(cc2)-c2cccc3nsnc23)c2cscc12,7.600513
c1ncc(s1)-c1sc(-c2ccc(-c3scc4Cccc34)c3c[SiH2]cc23)c2cc[SiH2]c12,7.590188999999999
c1c-c2ccc3c([SiH2]c4ccc5c[SiH2]cc5c34)c2-nc1,7.581781
c1sc(-c2sc(-c3sc(-c4cncc5nsnc45)c4ccoc34)c3occc23)c2ccoc12,7.576412999999999
c1ccc(-c2ccc(o2)-c2sc(-c3cccc4nsnc34)c3cc[SiH2]c23)c2nsnc12,7.564517
c1sc(-c2ccc3c(c2)c2=CCC=c2c2ccc4nsnc4c32)c2nccnc12,7.550977999999998
c1ccc(o1)-c1ccc(-c2ccc(o2)-c2scc3nccnc23)c2nsnc12,7.549152
c1sc(-c2ncc(-c3sc(-c4scc5sccc45)c4nccnc34)c3nsnc23)c2[nH]ccc12,7.538759
c1cc2[se]c3cc4cc(sc4cc3c2cn1)-c1cccc2nsnc12,7.527507
c1ccc([se]1)-c1sc(-c2ccc(-c3ccc[se]3)c3nsnc23)c2ccoc12,7.524947
c1c-c2oc3c(c2-[o]1)c1c[SiH2]cc1c1ccc2c[SiH2]cc2c31,7.509539
c1cc2ncc3c(c4nsnc4c4cc(-c5scc6[se]ccc56)c5=CCC=c5c34)c2o1,7.505648
c1sc(-c2sc(-c3sc(-c4nccc5nsnc45)c4sccc34)c3[se]ccc23)c2occc12,7.496558
c1[SiH2]c2c(c1)c1cCcc1c1c3[se]ccc3c3nsnc3c21,7.485172999999999
c1ncc(s1)-c1sc(-c2sc(-c3scc4cc[se]c34)c3ccCc23)c2nccnc12,7.471238999999998
c1sc(c2C=CCc12)-c1cc2cnc3c4cnccc4c4cocc4c3c2c2=C[SiH2]C=c12,7.470225
c1ccc(o1)C1=Cc2c([SiH2]1)c1c(c3cnccc3c3=CCC=c13)c1=C[SiH2]C=c21,7.46378
c1sc(-c2ccc(-c3sc(-c4ccccc4)c4occc34)c3c[SiH2]cc23)c2nccnc12,7.454684999999999
c1sc(-c2cc3c(s2)c2cnccc2c2ccccc32)c2nccnc12,7.447225
c1cc2c3nsnc3c3c4[SiH2]C(=Cc4cnc3c2o1)c1cccc2nsnc12,7.434294999999999
c1ccc([se]1)-c1ccc(-c2ncc(-c3scc4ccoc34)c3nsnc23)c2cCcc12,7.424555
[nH]1cccc1-c1ccc2c(c1)[se]c1c3[SiH2]C=Cc3c3nsnc3c21,7.41801
C1C(=Cc2cc3ncc4ccc5=C[SiH2]C=c5c4c3cc12)C1=CC=C[SiH2]1,7.417327
c1ccc(-c2cc3ccc4c5c6nsnc6ccc5c5ccccc5c4c3s2)c2nsnc12,7.402203
C1C=c2c3C=CCc3c3c4nsnc4c4cc(-c5ccccc5)c5nsnc5c4c3c2=C1,7.391981999999999
c1cnc(s1)-c1cnc2c(c1)c1=C[SiH2]C=c1c1c3c4nsnc4ccc3c3cscc3c21,7.383962
c1sc(c2CC=Cc12)-c1cnc2c(c1)c1nsnc1c1c3ccccc3c3nsnc3c21,7.379959999999999
c1ccc(nc1)-c1cc2ncc3c(ncc4ccc5nsnc5c34)c2c2c[nH]cc12,7.377302
c1sc(-c2sc(-c3ncc(s3)-c3cccc4c[SiH2]cc34)c3occc23)c2cc[SiH2]c12,7.36265
c1sc(c2C=CCc12)-c1cc2ccc3c(ccc4ccc5nsnc5c34)c2c2=C[SiH2]C=c12,7.358104
c1ccc(s1)-c1cc2sc3c4cnccc4sc3c2c2nsnc12,7.340026
c1ccc(-c2cc3c4cscc4c4c(ncc5ccc6nsnc6c45)c3cn2)c2cocc12,7.334207
c1cc2ccc3c(ncc4cc(-c5cccc6ccccc56)c5nsnc5c34)c2c2nsnc12,7.319126
c1sc(-c2sc(-c3nccc4nsnc34)c3[nH]ccc23)c2ccsc12,7.312171
